Depth,Porosity,Prediction
-0.02087479953852468,[0.153754],-0.13910143332914077
-0.020649607680988096,[0.150784],-0.13403348666173404
-0.020422934298073018,[0.13269],-0.08004797086715411
-0.0201977424405366,[0.12304],-0.035280086753400636
-0.019971069057621523,[0.112786],0.01407656169802221
-0.019745877200084937,[0.104343],0.046631465343836304
-0.019520685342548524,[0.107961],0.03562828370727461
-0.019294011959633442,[0.120024],0.018661925358321604
-0.01906882010209703,[0.135103],0.009741489236050227
-0.01884214671918178,[0.130277],0.1034443408357576
-0.018616954861645364,[0.118215],0.4682336166495092
-0.01839176300410878,[0.118215],0.7579627030776548
-0.01816508962119387,[0.101327],0.501333155817799
-0.017939897763657287,[0.072979],0.29155686598680974
-0.017713224380742205,[0.080217],0.1670324687954433
-0.017488032523205622,[0.106332],0.11562486647719403
-0.017262840665669205,[0.103943],0.14498956054558032
-0.017036167282754127,[0.094982],0.225404585030503
-0.016810975425217544,[0.090203],0.31010615023526367
-0.016584302042302466,[0.083035],0.3259990964859423
-0.01635911018476605,[0.078256],0.2641503518164643
-0.016133918327229463,[0.082437],0.19807744654769732
-0.015907244944314555,[0.091398],0.1615575222943732
-0.015682053086777968,[0.100956],0.14709550886342995
-0.01545537970386289,[0.10693],0.14099514102003644
-0.015230187846326305,[0.108124],0.14601446068759397
-0.01500499598878989,[0.109319],0.1546122747472019
-0.01477832260587481,[0.109916],0.16583402370195183
-0.014553130748338227,[0.090636],0.23998651840432572
-0.014326457365423147,[0.086435],0.32670801338818245
-0.014101265507886733,[0.098439],0.421549058779328
-0.013876073650350148,[0.07623],0.48073871313255856
-0.01364940026743507,[0.04922],0.41353109720622383
-0.013424208409898653,[0.061825],0.2777217732037516
-0.013197535026983573,[0.079832],0.1512898813765518
-0.012972343169447158,[0.07503],0.11853835034435825
-0.012747151311910574,[0.072629],0.10957697300281048
-0.012520477928995495,[0.082833],0.09340244545327794
-0.01229528607145891,[0.088836],0.08001221965116798
-0.012068612688544,[0.088235],0.05100689957517936
-0.011843420831007416,[0.080432],-0.0015318826980805708
-0.011618228973470831,[0.052221],-0.049738562317427695
-0.011391555590555753,[0.041417],-0.04543848672817016
-0.011166363733019337,[0.060024],-0.07243564032949718
-0.010939690350104258,[0.055822],-0.08509539079472048
-0.010714498492567674,[0.04922],-0.07565178255637271
-0.010489306635031089,[0.053421],-0.011744528710579683
-0.010262633252116179,[0.048619],0.052776020192736084
-0.010037441394579594,[0.044418],0.08694858335285192
-0.009810768011664684,[0.054622],0.06458928181953615
-0.0095855761541281,[0.07623],-0.00420158017527042
-0.009360384296591515,[0.109844],-0.10303978892467282
-0.009133710913676436,[0.155462],-0.22836642370709126
-0.00890851905614002,[0.17527],-0.2757138271910094
-0.008681845673224942,[0.164749],-0.24757109031927418
-0.008456653815688357,[0.168383],-0.23014277486345713
-0.008231461958151942,[0.172623],-0.20747750289669015
-0.008004788575236862,[0.166566],-0.1830332026544851
-0.0077795967177004465,[0.162326],-0.17697613710737492
-0.007552923334785199,[0.166566],-0.19868045194660852
-0.0073277314772487835,[0.1702],-0.21463212376692933
-0.007102539619712199,[0.161114],-0.20023832453642493
-0.006875866236797289,[0.16172],-0.20468522693514424
-0.006650674379260704,[0.162326],-0.21381895282295593
-0.006424000996345625,[0.150818],-0.2021659657660176
-0.006198809138809041,[0.152029],-0.2088446220032828
-0.0059736172812726255,[0.152635],-0.19700366318522244
-0.005746943898357546,[0.154639],-0.1834677228274419
-0.005521752040820962,[0.155852],-0.18117363948275972
-0.005295078657905883,[0.149181],-0.17583052372034147
-0.005069886800369467,[0.146149],-0.17727056396780577
-0.004844694942832883,[0.144936],-0.18073810230052062
-0.004618021559917972,[0.163736],-0.23457460166609206
-0.004392829702381388,[0.181322],-0.2793865290683194
-0.004166156319466309,[0.156458],-0.21490372666665525
-0.003940964461929724,[0.141904],-0.16921355762408863
-0.003715772604393309,[0.152213],-0.17857854994635036
-0.00348909922147823,[0.159491],-0.1761159728415366
-0.003263907363941646,[0.155852],-0.15072503075136412
-0.0030372339810265667,[0.154033],-0.14354340165995189
-0.002812042123490151,[0.16131],-0.17467586218166437
-0.002586850265953735,[0.168587],-0.2023581520412415
-0.0023601768830384877,[0.169193],-0.20357172918146332
-0.0021349850255020716,[0.164948],-0.183817278051932
-0.001908311642586993,[0.165555],-0.18205261916781146
-0.001683119785050577,[0.168587],-0.20226709399379594
-0.0014579279275139928,[0.162523],-0.21158967268046935
-0.0012312545445989137,[0.151001],-0.20953346141002224
-0.0010060626870623294,[0.155852],-0.22652199235352144
-0.000779389304147419,[0.147968],-0.23319290554671268
-0.0005541974466108347,[0.127956],-0.17324496401137152
-0.0003290055890742504,[0.128563],-0.1382144871019908
-0.00010233220615917142,[0.129169],-0.13707833017719745
0.00012285965137724442,[0.130382],-0.14346158790912666
0.0003495330342923234,[0.132201],-0.14648847853269636
0.0005747248918287392,[0.127956],-0.2424996928663942
0.0007999167493653235,[0.140691],-0.2690438091463576
0.0010265901322804025,[0.153426],-0.2986577444711786
0.0012517819898169868,[0.150394],-0.2960736505859388
0.0014784553727318973,[0.151001],-0.3112587917549469
0.0017036472302684816,[0.158884],-0.3525250226942885
0.0019288390878050659,[0.16131],-0.373639367301524
0.0021555124707201448,[0.154033],-0.35413506199360667
0.002380704328256561,[0.145543],-0.3157023230183398
0.0026073777111716395,[0.146756],-0.29165635515948607
0.002832569568708224,[0.147968],-0.2630830097114562
0.00305776142624464,[0.149181],-0.24811890307113754
0.0032844348091597185,[0.152213],-0.2508203401162712
0.0035096266666961346,[0.154639],-0.26519462151898027
0.0037363000496112137,[0.164342],-0.3020791146078969
0.003961491907147798,[0.166768],-0.3132631579611542
0.004186683764684382,[0.167374],-0.30976740101678185
0.004413357147599293,[0.166768],-0.30775231045882756
0.004638549005135877,[0.164948],-0.30468459996019115
0.004865222388050956,[0.175258],-0.337934594330349
0.0050904142455875405,[0.179503],-0.3638168784986475
0.005315606103123956,[0.174045],-0.360292739518281
0.005542279486039035,[0.164342],-0.32898725244062377
0.005767471343575619,[0.156458],-0.2992542073046998
0.005994144726490698,[0.140085],-0.25767076448233495
0.006219336584027114,[0.114615],-0.19796678448055333
0.0064445284415636985,[0.099454],-0.15841309892332256
0.0066712018244786085,[0.109763],-0.1801983605910557
0.006896393682015193,[0.140691],-0.25595901055423015
0.007123067064930272,[0.147362],-0.27204694745540103
0.007348258922466856,[0.138266],-0.2499529834995729
0.007573450780003272,[0.135233],-0.236747982715414
0.007800124162918351,[0.13584],-0.23915829974547265
0.008025316020454936,[0.135233],-0.24195856919175707
0.008251989403370014,[0.132201],-0.2435626120192344
0.00847718126090643,[0.115221],-0.21145912887722193
0.008702373118442847,[0.072771],-0.09356332021685887
0.008929046501358093,[0.043056],-0.00811866443792851
0.00915423835889451,[0.070346],-0.08194524199171915
0.009380911741809588,[0.103699],-0.17105258627766845
0.009606103599346005,[0.106125],-0.17858906303853986
0.009831295456882588,[0.107338],-0.17400636116244544
0.010057968839797668,[0.108551],-0.17896554825066072
0.010283160697334252,[0.106731],-0.19105529432186247
0.010509834080249162,[0.103093],-0.20763685948638128
0.010735025937785747,[0.114615],-0.24896520568518898
0.01096021779532233,[0.106731],-0.23207547611313883
0.01118689117823741,[0.073984],-0.1678431819263151
0.011412083035773825,[0.057611],-0.17070037104199234
0.011638756418688905,[0.071559],-0.2265077671966822
0.01186394827622532,[0.092784],-0.2571527256827414
0.012089140133761904,[0.090964],-0.1899111626011668
0.012315813516676984,[0.087932],-0.14609547014232024
0.012541005374213567,[0.087326],-0.16553557035395616
0.012767678757128479,[0.090358],-0.20174002961396068
0.012992870614665062,[0.107338],-0.2472540896433657
0.013218062472201647,[0.108551],-0.24059156812353558
0.013444735855116727,[0.09339],-0.19872547278337044
0.013669927712653141,[0.086113],-0.17955022036467805
0.013896601095568221,[0.092784],-0.20405149450050974
0.014121792953104804,[0.094603],-0.24460177021239293
0.014346984810641221,[0.090964],-0.31099100095684545
0.0145736581935563,[0.088539],-0.368267351172353
0.014798850051092716,[0.072165],-0.471969004085922
0.015025523434007794,[0.04245],-0.46393577632182914
0.015250715291544379,[0.013341],-0.23133043325298314
0.015475907149080795,[0.042105],-0.1471426174918619
0.015702580531995875,[0.042105],-0.1561117461602881
0.015927772389532458,[0.033918],-0.015310460177854895
0.016154445772447536,[0.036257],0.102137865982082
0.016379637629983953,[0.034503],0.10490079632340243
0.016604829487520706,[0.096422],-0.016361628915407184
0.016831502870435448,[0.17829],-0.003978361676968439
0.0170566947279722,[0.158278],0.06302668313838886
0.017283368110887112,[0.164948],-0.036869412686092645
0.017508559968423862,[0.183748],-0.14525208771695733
0.01773375182596028,[0.194663],-0.20063359739825998
0.01796042520887536,[0.203153],-0.2258397721014904
0.018185617066411773,[0.212856],-0.16673409192850241
0.018412290449326855,[0.214676],-0.010138888727767636
0.018637482306863438,[0.239539],0.0853740442704218
0.018862674164399854,[0.306246],0.0036491517025019765
0.019089347547314933,[0.331716],-0.10960571300780898
0.019314539404851516,[0.301395],-0.08035540500957895
0.019541212787766597,[0.214676],0.2482780985370293
0.01976640464530301,[0.149181],0.5205240959649151
0.019991596502839427,[0.154639],0.40341398419038743
0.020218269885754505,[0.154033],0.13346820984476876
0.02044346174329109,[0.137053],-0.12472493418110751
0.02067013512620617,[0.106125],-0.3404005824222124
0.020895326983742586,[0.083081],-0.4348608569152756
0.02112051884127917,[0.087932],-0.4929757415942864
0.021347192224194247,[0.106125],-0.3962176610733583
0.021572384081730664,[0.107338],-0.14749092595896574
0.021799057464645742,[0.086719],-0.02474154316379551
0.02202424932218233,[0.054579],0.09524933462836344
0.02224944117971891,[0.034566],0.15757506660941645
0.022476114562633823,[0.034566],0.10567412684428229
0.022701306420170576,[0.043663],0.04476661227522128
0.022927979803085318,[0.049121],0.05892785765017579
0.02315317166062207,[0.055185],0.07012526490245212
0.023378363518158484,[0.052759],0.2587799957767412
0.023605036901073566,[0.055185],1.129410561168901
0.02383022875861015,[0.029109],2.4904167378166604
0.024056902141525227,[0.027841],2.7115109887117756
0.024282093999061644,[0.007386],2.719968996123936
0.024507285856598227,[0.030114],2.636789763208912
0.02473395923951331,[0.057955],2.2258133208878794
0.02495915109704972,[0.054545],0.8254033851102772
0.025185824479964803,[0.025568],0.396257711398042
0.025411016337501386,[0.003977],0.3972037597339416
0.025636208195037802,[0.005682],0.45802715310844644
0.02586288157795288,[0.017614],0.5315176813001625
0.02653993867594096,[0.017045],0.7457709755858405
0.026765130533477375,[0.092177],0.048582552684284436
0.026991803916392453,[0.191631],-0.26982196635156375
0.02721699577392904,[0.211037],-0.17199898721921358
0.027443669156844118,[0.174651],0.10873156531695435
0.027668861014380534,[0.081868],0.3871525134490984
0.027894052871917287,[0.013341],0.5059980677463563
0.02812072625483203,[-0.001819],0.4777505027300704
0.028345918112368782,[0.],0.390596102449389
0.02857259149528369,[0.040024],0.09965453429586271
0.028797783352820443,[0.116434],-0.271344286720839
0.02902297521035686,[0.179503],-0.49648832964519723
0.029249648593271938,[0.167374],-0.44827992477587
0.029474840450808355,[0.184961],-0.299910718361993
0.029701513833723433,[0.215888],-0.1259867931321268
0.02992670569126002,[0.169193],0.0658049446069093
0.030151897548796436,[0.112796],0.05296398399586619
0.030378570931711514,[0.083687],-0.12039483686099246
0.030603762789248097,[0.065494],-0.28898362671702865
0.030830436172163175,[0.049727],-0.33109032324569626
0.031055628029699592,[0.029109],-0.2704118494981441
0.03128081988723601,[0.038205],-0.2542219204589117
0.031507493270151087,[0.065494],-0.29898358063104946
0.03173268512768767,[0.06792],-0.26807494725860465
0.03195935851060275,[0.062462],-0.20324341212173455
0.032184550368139164,[0.064281],-0.1758221771764334
0.03240974222567575,[0.078229],-0.21011028337864127
0.03263641560859083,[0.063675],-0.19853666546919296
0.03353866456411549,[0.039418],0.08947642864276073
0.033765337947030405,[0.026683],0.09981103608882735
0.033990529804567154,[0.034566],0.034380885474141656
0.0342172031874819,[0.052153],-0.05035967054551495
0.03444239504501865,[0.05094],-0.07535349322489282
0.034667586902555066,[0.063675],-0.13843956839848254
0.034894260285470144,[0.072771],-0.17090142888685161
0.03511945214300673,[0.080049],-0.17730159092830522
0.03534612552592181,[0.067314],-0.12941613208493366
0.03557131738345822,[0.032747],-0.056831980008085856
0.03579650924099481,[0.035779],-0.08943500779058389
0.03602318262390989,[0.052759],-0.13899478330057768
0.036248374481446306,[0.048514],-0.1328871705433719
0.036475047864361385,[0.052153],-0.12341993885432523
0.0367002397218978,[0.063675],-0.13030264160326166
0.036925431579434384,[0.058824],-0.1050042838339737
0.03715210496234946,[0.053366],-0.10598839270271732
0.03737729681988588,[0.055185],-0.15839208651296058
0.03760397020280096,[0.040024],-0.15467004172797424
0.03782916206033754,[0.009703],-0.061273058617414146
0.038054353917873956,[0.009096],-0.038716195609216256
0.038281027300789035,[0.047301],-0.07264035955170851
0.03850621915832562,[0.068526],-0.04050521930326724
0.038732892541240696,[0.050334],0.029439314392777374
0.03895808439877711,[0.038205],0.0522294771105145
0.03918327625631387,[0.052153],0.025529617282990018
0.03940994963922861,[0.060036],5.926414388889717e-05
0.039635141496765364,[0.065494],-0.03450429105325316
0.039861814879680275,[0.067314],-0.056624136262401564
0.04008700673721686,[0.057611],-0.04410368819207129
0.04031219859475344,[0.056398],-0.06370287140701056
0.04053887197766852,[0.043056],-0.033319022170971074
0.040764063835204936,[0.034566],0.05336011512832983
0.040990737218120014,[0.039418],0.12239467486656819
0.0412159290756566,[0.035779],0.19802669816554663
0.041441120933193014,[0.015161],0.2944890294735314
0.04166779431610809,[0.004851],0.29269513647703727
0.04189298617364468,[0.023044],0.15686694196244927
0.04211965955655976,[0.033354],0.035603082221668164
0.04234485141409618,[0.03396],-0.0019447187210313716
0.042570043271632586,[0.030321],0.02181773814006746
0.04279671665454767,[0.027896],0.04038197105824867
0.043021908512084255,[0.029715],-0.01380883038919066
0.04324858189499933,[0.050334],-0.040239194909959204
